index,Subj,age,Rating,pos,item,response,trial_type
599,80,5.491666666666666,1,noun,trial_15,1,same
600,83,5.6194444444444445,0,noun,trial_15,0,same
601,85,6.663888888888889,0,noun,trial_15,0,same
602,87,6.986111111111111,1,noun,trial_15,1,same
603,88,5.222222222222222,0,noun,trial_15,1,same
604,90,5.963888888888889,0,noun,trial_15,1,same
605,93,5.508333333333334,1,noun,trial_15,1,same
606,95,5.055555555555555,1,noun,trial_15,1,same
607,97,6.55,0,noun,trial_15,0,same
608,98,6.7,1,noun,trial_15,1,same
609,101,5.2444444444444445,1,noun,trial_15,0,same
610,102,6.8694444444444445,0,noun,trial_15,1,same
611,105,6.805555555555555,0,noun,trial_15,1,same
612,107,5.780555555555556,1,noun,trial_15,1,same
613,109,6.7444444444444445,0,noun,trial_15,0,same
614,110,6.747222222222222,1,noun,trial_15,1,same
615,114,5.502777777777778,0,noun,trial_15,0,same
616,115,5.230555555555555,0,noun,trial_15,1,same
617,116,6.436111111111111,1,noun,trial_15,0,same
618,119,6.358333333333333,1,noun,trial_15,1,same
619,120,5.927777777777778,0,noun,trial_15,1,same
620,122,5.652777777777778,0,noun,trial_15,0,same
621,123,5.075,0,noun,trial_15,1,same
622,125,6.922222222222223,1,noun,trial_15,0,same
623,127,6.997222222222222,0,noun,trial_15,0,same
624,4,5.280555556,1,noun,trial_15,0,mixed
625,6,6.086111111,1,noun,trial_15,1,mixed
626,8,6.1,0,noun,trial_15,1,mixed
627,10,6.127777778,0,noun,trial_15,1,mixed
628,12,6.041666667,0,noun,trial_15,0,mixed
629,14,6.077777778,1,noun,trial_15,1,mixed
630,16,5.988888889,1,noun,trial_15,1,mixed
631,18,6.052777778,1,noun,trial_15,1,mixed
632,20,6.008333333,0,noun,trial_15,1,mixed
633,22,5.016666667,0,noun,trial_15,0,mixed
634,26,5.211111111,1,noun,trial_15,1,mixed
635,30,6.011111111,1,noun,trial_15,1,mixed
636,34,6.075,0,noun,trial_15,1,mixed
637,38,6.530555556,1,noun,trial_15,1,mixed
638,40,6.111111111,1,noun,trial_15,1,mixed
639,42,5.963888889,1,noun,trial_15,1,mixed
640,45,5.486111111,0,noun,trial_15,1,mixed
641,47,6.688888889,1,noun,trial_15,1,mixed
642,48,5.755555556,0,noun,trial_15,1,mixed
643,50,6.386111111,0,noun,trial_15,1,mixed
644,52,5.986111111,1,noun,trial_15,1,mixed
645,55,6.755555556,0,noun,trial_15,1,mixed
646,58,5.063888889,1,noun,trial_15,1,mixed
647,61,6.361111111,1,noun,trial_15,1,mixed
648,65,6.730555556,1,noun,trial_15,1,mixed
649,67,5.888888889,0,noun,trial_15,1,mixed
650,69,6.888888889,0,noun,trial_15,1,mixed
651,71,5.305555556,0,noun,trial_15,1,mixed
652,73,5.227777778,0,noun,trial_15,1,mixed
653,75,6.597222222,1,noun,trial_15,1,mixed
654,78,6.444444444,1,noun,trial_15,1,mixed
655,79,5.983333333,0,noun,trial_15,1,mixed
656,81,6.722222222,1,noun,trial_15,1,mixed
657,82,5.619444444,1,noun,trial_15,1,mixed
658,84,6.85,0,noun,trial_15,1,mixed
659,86,5.722222222,0,noun,trial_15,1,mixed
660,89,5.702777778,0,noun,trial_15,1,mixed
661,91,5.597222222,0,noun,trial_15,1,mixed
662,92,6.544444444,1,noun,trial_15,1,mixed
663,94,5.755555556,1,noun,trial_15,0,mixed
664,96,6.788888889,1,noun,trial_15,0,mixed
665,99,5.983333333,0,noun,trial_15,1,mixed
666,100,5.586111111,1,noun,trial_15,1,mixed
667,103,5.880555556,0,noun,trial_15,0,mixed
668,104,5.175,1,noun,trial_15,1,mixed
669,106,6.552777778,0,noun,trial_15,1,mixed
670,108,6.875,1,noun,trial_15,1,mixed
671,111,5.108333333,0,noun,trial_15,1,mixed
672,113,5.502777778,0,noun,trial_15,1,mixed
673,117,5.744444444,0,noun,trial_15,1,mixed
674,118,6.213888889,1,noun,trial_15,1,mixed
675,121,5.927777778,0,noun,trial_15,0,mixed
676,124,6.5,1,noun,trial_15,1,mixed
677,126,6.536111111,0,noun,trial_15,1,mixed
678,3,6.647222222222222,1,noun,trial_16,1,same
679,5,5.483333333333333,1,noun,trial_16,0,same
680,7,6.188888888888889,0,noun,trial_16,0,same
681,11,6.380555555555556,0,noun,trial_16,1,same
682,13,6.030555555555556,1,noun,trial_16,1,same
683,15,6.080555555555556,1,noun,trial_16,0,same
684,17,5.722222222222222,1,noun,trial_16,0,same
685,21,6.036111111111111,0,noun,trial_16,1,same
686,23,6.188888888888889,0,noun,trial_16,0,same
687,31,6.044444444444444,0,noun,trial_16,0,same
688,33,6.002777777777778,0,noun,trial_16,0,same
689,35,6.066666666666666,0,noun,trial_16,0,same
690,37,6.408333333333333,1,noun,trial_16,1,same
691,39,6.111111111111111,1,noun,trial_16,1,same
692,41,5.522222222222222,1,noun,trial_16,1,same
693,43,6.161111111111111,0,noun,trial_16,1,same
694,44,6.358333333333333,1,noun,trial_16,1,same
695,46,5.486111111111111,0,noun,trial_16,0,same
696,49,6.716666666666667,0,noun,trial_16,1,same
697,51,5.636111111111111,1,noun,trial_16,1,same
698,53,6.394444444444445,0,noun,trial_16,1,same
699,54,6.661111111111111,0,noun,trial_16,1,same
700,56,5.794444444444444,0,noun,trial_16,1,same
701,59,5.055555555555555,1,noun,trial_16,0,same
702,60,6.580555555555556,0,noun,trial_16,1,same
703,62,6.025,1,noun,trial_16,0,same
704,63,5.538888888888889,1,noun,trial_16,0,same
705,66,5.805555555555555,1,noun,trial_16,0,same
706,68,6.305555555555555,0,noun,trial_16,1,same
707,70,5.655555555555556,0,noun,trial_16,1,same
708,72,5.305555555555555,0,noun,trial_16,1,same
709,74,5.380555555555556,0,noun,trial_16,1,same
710,76,5.408333333333333,0,noun,trial_16,1,same
711,77,6.080555555555556,0,noun,trial_16,1,same
712,80,5.491666666666666,1,noun,trial_16,1,same
713,83,5.6194444444444445,0,noun,trial_16,0,same
714,85,6.663888888888889,0,noun,trial_16,1,same
715,87,6.986111111111111,1,noun,trial_16,1,same
716,88,5.222222222222222,0,noun,trial_16,1,same
717,90,5.963888888888889,0,noun,trial_16,1,same
718,93,5.508333333333334,1,noun,trial_16,0,same
719,95,5.055555555555555,1,noun,trial_16,1,same
720,97,6.55,0,noun,trial_16,1,same
721,98,6.7,1,noun,trial_16,1,same
722,101,5.2444444444444445,1,noun,trial_16,1,same
723,102,6.8694444444444445,0,noun,trial_16,1,same
724,105,6.805555555555555,0,noun,trial_16,0,same
725,107,5.780555555555556,1,noun,trial_16,1,same
726,109,6.7444444444444445,0,noun,trial_16,1,same
727,110,6.747222222222222,1,noun,trial_16,1,same
728,114,5.502777777777778,0,noun,trial_16,0,same
729,115,5.230555555555555,0,noun,trial_16,1,same
730,116,6.436111111111111,1,noun,trial_16,1,same
731,119,6.358333333333333,1,noun,trial_16,1,same
732,120,5.927777777777778,0,noun,trial_16,1,same
733,122,5.652777777777778,0,noun,trial_16,1,same
734,123,5.075,0,noun,trial_16,1,same
735,125,6.922222222222223,1,noun,trial_16,1,same
736,127,6.997222222222222,0,noun,trial_16,1,same
737,4,5.280555556,1,noun,trial_16,1,same
738,6,6.086111111,1,noun,trial_16,1,same
739,8,6.1,0,noun,trial_16,1,same
740,10,6.127777778,0,noun,trial_16,1,same
741,12,6.041666667,0,noun,trial_16,1,same
742,14,6.077777778,1,noun,trial_16,1,same
743,16,5.988888889,1,noun,trial_16,1,same
744,18,6.052777778,1,noun,trial_16,1,same
745,20,6.008333333,0,noun,trial_16,0,same
746,22,5.016666667,0,noun,trial_16,1,same
747,26,5.211111111,1,noun,trial_16,1,same
748,30,6.011111111,1,noun,trial_16,1,same
749,34,6.075,0,noun,trial_16,0,same
750,38,6.530555556,1,noun,trial_16,1,same
751,40,6.111111111,1,noun,trial_16,1,same
752,42,5.963888889,1,noun,trial_16,0,same
753,45,5.486111111,0,noun,trial_16,0,same
754,47,6.688888889,1,noun,trial_16,1,same
755,48,5.755555556,0,noun,trial_16,1,same
756,50,6.386111111,0,noun,trial_16,0,same
757,52,5.986111111,1,noun,trial_16,1,same
758,55,6.755555556,0,noun,trial_16,0,same
759,58,5.063888889,1,noun,trial_16,1,same
760,61,6.361111111,1,noun,trial_16,1,same
761,65,6.730555556,1,noun,trial_16,1,same
762,67,5.888888889,0,noun,trial_16,1,same
763,69,6.888888889,0,noun,trial_16,0,same
764,71,5.305555556,0,noun,trial_16,1,same
765,73,5.227777778,0,noun,trial_16,1,same
766,75,6.597222222,1,noun,trial_16,0,same
767,78,6.444444444,1,noun,trial_16,1,same
768,79,5.983333333,0,noun,trial_16,1,same
769,81,6.722222222,1,noun,trial_16,1,same
770,82,5.619444444,1,noun,trial_16,0,same
771,84,6.85,0,noun,trial_16,0,same
772,86,5.722222222,0,noun,trial_16,0,same
773,89,5.702777778,0,noun,trial_16,1,same
774,91,5.597222222,0,noun,trial_16,1,same
775,92,6.544444444,1,noun,trial_16,1,same
776,94,5.755555556,1,noun,trial_16,0,same
777,96,6.788888889,1,noun,trial_16,0,same
778,99,5.983333333,0,noun,trial_16,0,same
779,100,5.586111111,1,noun,trial_16,1,same
780,103,5.880555556,0,noun,trial_16,1,same
781,104,5.175,1,noun,trial_16,1,same
782,106,6.552777778,0,noun,trial_16,1,same
783,108,6.875,1,noun,trial_16,1,same
784,111,5.108333333,0,noun,trial_16,1,same
785,113,5.502777778,0,noun,trial_16,1,same
786,117,5.744444444,0,noun,trial_16,1,same
787,118,6.213888889,1,noun,trial_16,1,same
788,121,5.927777778,0,noun,trial_16,0,same
789,124,6.5,1,noun,trial_16,1,same
790,126,6.536111111,0,noun,trial_16,0,same
791,3,6.647222222222222,1,noun,trial_17,1,same
792,5,5.483333333333333,1,noun,trial_17,0,same
793,7,6.188888888888889,0,noun,trial_17,0,same
794,11,6.380555555555556,0,noun,trial_17,0,same
795,13,6.030555555555556,1,noun,trial_17,0,same
796,15,6.080555555555556,1,noun,trial_17,0,same
797,17,5.722222222222222,1,noun,trial_17,1,same
798,21,6.036111111111111,0,noun,trial_17,1,same
799,23,6.188888888888889,0,noun,trial_17,0,same
800,31,6.044444444444444,0,noun,trial_17,0,same
801,33,6.002777777777778,0,noun,trial_17,0,same
802,35,6.066666666666666,0,noun,trial_17,0,same
803,37,6.408333333333333,1,noun,trial_17,0,same
804,39,6.111111111111111,1,noun,trial_17,1,same
805,41,5.522222222222222,1,noun,trial_17,1,same
806,43,6.161111111111111,0,noun,trial_17,1,same
807,44,6.358333333333333,1,noun,trial_17,0,same
808,46,5.486111111111111,0,noun,trial_17,1,same
809,49,6.716666666666667,0,noun,trial_17,0,same
810,51,5.636111111111111,1,noun,trial_17,0,same
811,53,6.394444444444445,0,noun,trial_17,1,same
812,54,6.661111111111111,0,noun,trial_17,0,same
813,56,5.794444444444444,0,noun,trial_17,1,same
814,59,5.055555555555555,1,noun,trial_17,0,same
815,60,6.580555555555556,0,noun,trial_17,1,same
816,62,6.025,1,noun,trial_17,0,same
817,63,5.538888888888889,1,noun,trial_17,1,same
818,66,5.805555555555555,1,noun,trial_17,0,same
819,68,6.305555555555555,0,noun,trial_17,1,same
820,70,5.655555555555556,0,noun,trial_17,0,same
821,72,5.305555555555555,0,noun,trial_17,1,same
822,74,5.380555555555556,0,noun,trial_17,0,same
823,76,5.408333333333333,0,noun,trial_17,0,same
824,77,6.080555555555556,0,noun,trial_17,1,same
825,80,5.491666666666666,1,noun,trial_17,0,same
826,83,5.6194444444444445,0,noun,trial_17,1,same
827,85,6.663888888888889,0,noun,trial_17,0,same
828,87,6.986111111111111,1,noun,trial_17,1,same
829,88,5.222222222222222,0,noun,trial_17,0,same
830,90,5.963888888888889,0,noun,trial_17,0,same
831,93,5.508333333333334,1,noun,trial_17,0,same
832,95,5.055555555555555,1,noun,trial_17,0,same
833,97,6.55,0,noun,trial_17,1,same
834,98,6.7,1,noun,trial_17,0,same
835,101,5.2444444444444445,1,noun,trial_17,0,same
836,102,6.8694444444444445,0,noun,trial_17,0,same
837,105,6.805555555555555,0,noun,trial_17,1,same
838,107,5.780555555555556,1,noun,trial_17,1,same
839,109,6.7444444444444445,0,noun,trial_17,1,same
840,110,6.747222222222222,1,noun,trial_17,0,same
841,114,5.502777777777778,0,noun,trial_17,0,same
842,115,5.230555555555555,0,noun,trial_17,0,same
843,116,6.436111111111111,1,noun,trial_17,0,same
844,119,6.358333333333333,1,noun,trial_17,0,same
845,120,5.927777777777778,0,noun,trial_17,1,same
846,122,5.652777777777778,0,noun,trial_17,0,same
847,123,5.075,0,noun,trial_17,1,same
848,125,6.922222222222223,1,noun,trial_17,1,same
849,127,6.997222222222222,0,noun,trial_17,0,same
850,4,5.280555556,1,noun,trial_17,0,mixed
851,6,6.086111111,1,noun,trial_17,0,mixed
852,8,6.1,0,noun,trial_17,0,mixed
853,10,6.127777778,0,noun,trial_17,1,mixed
854,12,6.041666667,0,noun,trial_17,0,mixed
855,14,6.077777778,1,noun,trial_17,1,mixed
856,16,5.988888889,1,noun,trial_17,0,mixed
857,18,6.052777778,1,noun,trial_17,1,mixed
858,20,6.008333333,0,noun,trial_17,0,mixed
859,22,5.016666667,0,noun,trial_17,0,mixed
860,26,5.211111111,1,noun,trial_17,1,mixed
861,30,6.011111111,1,noun,trial_17,1,mixed
862,34,6.075,0,noun,trial_17,1,mixed
863,38,6.530555556,1,noun,trial_17,1,mixed
864,40,6.111111111,1,noun,trial_17,0,mixed
865,42,5.963888889,1,noun,trial_17,1,mixed
866,45,5.486111111,0,noun,trial_17,0,mixed
867,47,6.688888889,1,noun,trial_17,1,mixed
868,48,5.755555556,0,noun,trial_17,1,mixed
869,50,6.386111111,0,noun,trial_17,0,mixed
870,52,5.986111111,1,noun,trial_17,0,mixed
871,55,6.755555556,0,noun,trial_17,1,mixed
872,58,5.063888889,1,noun,trial_17,1,mixed
873,61,6.361111111,1,noun,trial_17,0,mixed
874,65,6.730555556,1,noun,trial_17,0,mixed
875,67,5.888888889,0,noun,trial_17,0,mixed
876,69,6.888888889,0,noun,trial_17,0,mixed
877,71,5.305555556,0,noun,trial_17,1,mixed
878,73,5.227777778,0,noun,trial_17,0,mixed
879,75,6.597222222,1,noun,trial_17,0,mixed
880,78,6.444444444,1,noun,trial_17,1,mixed
881,79,5.983333333,0,noun,trial_17,1,mixed
882,81,6.722222222,1,noun,trial_17,1,mixed
883,82,5.619444444,1,noun,trial_17,1,mixed
884,84,6.85,0,noun,trial_17,1,mixed
885,86,5.722222222,0,noun,trial_17,0,mixed
886,89,5.702777778,0,noun,trial_17,0,mixed
887,91,5.597222222,0,noun,trial_17,0,mixed
888,92,6.544444444,1,noun,trial_17,1,mixed
889,94,5.755555556,1,noun,trial_17,0,mixed
890,96,6.788888889,1,noun,trial_17,1,mixed
891,99,5.983333333,0,noun,trial_17,0,mixed
892,100,5.586111111,1,noun,trial_17,0,mixed
893,103,5.880555556,0,noun,trial_17,0,mixed
894,104,5.175,1,noun,trial_17,0,mixed
895,106,6.552777778,0,noun,trial_17,0,mixed
896,108,6.875,1,noun,trial_17,1,mixed
897,111,5.108333333,0,noun,trial_17,1,mixed
898,113,5.502777778,0,noun,trial_17,1,mixed
899,117,5.744444444,0,noun,trial_17,1,mixed
900,118,6.213888889,1,noun,trial_17,1,mixed
901,121,5.927777778,0,noun,trial_17,0,mixed
902,124,6.5,1,noun,trial_17,1,mixed
903,126,6.536111111,0,noun,trial_17,1,mixed
904,3,6.647222222222222,1,noun,trial_18,1,mixed
905,5,5.483333333333333,1,noun,trial_18,1,mixed
906,7,6.188888888888889,0,noun,trial_18,1,mixed
907,11,6.380555555555556,0,noun,trial_18,1,mixed
908,13,6.030555555555556,1,noun,trial_18,1,mixed
909,15,6.080555555555556,1,noun,trial_18,1,mixed
910,17,5.722222222222222,1,noun,trial_18,1,mixed
911,21,6.036111111111111,0,noun,trial_18,0,mixed
912,23,6.188888888888889,0,noun,trial_18,0,mixed
913,31,6.044444444444444,0,noun,trial_18,1,mixed
914,33,6.002777777777778,0,noun,trial_18,1,mixed
915,35,6.066666666666666,0,noun,trial_18,1,mixed
916,37,6.408333333333333,1,noun,trial_18,1,mixed
917,39,6.111111111111111,1,noun,trial_18,1,mixed
918,41,5.522222222222222,1,noun,trial_18,1,mixed
919,43,6.161111111111111,0,noun,trial_18,0,mixed
920,44,6.358333333333333,1,noun,trial_18,1,mixed
921,46,5.486111111111111,0,noun,trial_18,1,mixed
922,49,6.716666666666667,0,noun,trial_18,1,mixed
923,51,5.636111111111111,1,noun,trial_18,1,mixed
924,53,6.394444444444445,0,noun,trial_18,1,mixed
925,54,6.661111111111111,0,noun,trial_18,1,mixed
926,56,5.794444444444444,0,noun,trial_18,0,mixed
927,59,5.055555555555555,1,noun,trial_18,0,mixed
928,60,6.580555555555556,0,noun,trial_18,1,mixed
929,62,6.025,1,noun,trial_18,1,mixed
930,63,5.538888888888889,1,noun,trial_18,0,mixed
931,66,5.805555555555555,1,noun,trial_18,1,mixed
932,68,6.305555555555555,0,noun,trial_18,1,mixed
933,70,5.655555555555556,0,noun,trial_18,1,mixed
934,72,5.305555555555555,0,noun,trial_18,1,mixed
935,74,5.380555555555556,0,noun,trial_18,0,mixed
936,76,5.408333333333333,0,noun,trial_18,1,mixed
937,77,6.080555555555556,0,noun,trial_18,1,mixed
938,80,5.491666666666666,1,noun,trial_18,1,mixed
939,83,5.6194444444444445,0,noun,trial_18,1,mixed
940,85,6.663888888888889,0,noun,trial_18,1,mixed
941,87,6.986111111111111,1,noun,trial_18,1,mixed
942,88,5.222222222222222,0,noun,trial_18,1,mixed
943,90,5.963888888888889,0,noun,trial_18,1,mixed
944,93,5.508333333333334,1,noun,trial_18,1,mixed
945,95,5.055555555555555,1,noun,trial_18,1,mixed
946,97,6.55,0,noun,trial_18,1,mixed
947,98,6.7,1,noun,trial_18,1,mixed
948,101,5.2444444444444445,1,noun,trial_18,0,mixed
949,102,6.8694444444444445,0,noun,trial_18,1,mixed
950,105,6.805555555555555,0,noun,trial_18,1,mixed
951,107,5.780555555555556,1,noun,trial_18,1,mixed
952,109,6.7444444444444445,0,noun,trial_18,1,mixed
953,110,6.747222222222222,1,noun,trial_18,1,mixed
954,114,5.502777777777778,0,noun,trial_18,1,mixed
955,115,5.230555555555555,0,noun,trial_18,1,mixed
956,116,6.436111111111111,1,noun,trial_18,1,mixed
957,119,6.358333333333333,1,noun,trial_18,1,mixed
958,120,5.927777777777778,0,noun,trial_18,0,mixed
959,122,5.652777777777778,0,noun,trial_18,0,mixed
960,123,5.075,0,noun,trial_18,1,mixed
961,125,6.922222222222223,1,noun,trial_18,1,mixed
962,127,6.997222222222222,0,noun,trial_18,0,mixed
963,4,5.280555556,1,noun,trial_18,1,same
964,6,6.086111111,1,noun,trial_18,1,same
965,8,6.1,0,noun,trial_18,1,same
966,10,6.127777778,0,noun,trial_18,1,same
967,12,6.041666667,0,noun,trial_18,0,same
968,14,6.077777778,1,noun,trial_18,1,same
969,16,5.988888889,1,noun,trial_18,1,same
970,18,6.052777778,1,noun,trial_18,1,same
971,20,6.008333333,0,noun,trial_18,1,same
972,22,5.016666667,0,noun,trial_18,0,same
973,26,5.211111111,1,noun,trial_18,1,same
974,30,6.011111111,1,noun,trial_18,1,same
975,34,6.075,0,noun,trial_18,1,same
976,38,6.530555556,1,noun,trial_18,1,same
977,40,6.111111111,1,noun,trial_18,1,same
978,42,5.963888889,1,noun,trial_18,1,same
979,45,5.486111111,0,noun,trial_18,0,same
980,47,6.688888889,1,noun,trial_18,1,same
981,48,5.755555556,0,noun,trial_18,1,same
982,50,6.386111111,0,noun,trial_18,0,same
983,52,5.986111111,1,noun,trial_18,1,same
984,55,6.755555556,0,noun,trial_18,1,same
985,58,5.063888889,1,noun,trial_18,1,same
986,61,6.361111111,1,noun,trial_18,1,same
987,65,6.730555556,1,noun,trial_18,1,same
988,67,5.888888889,0,noun,trial_18,1,same
989,69,6.888888889,0,noun,trial_18,0,same
990,71,5.305555556,0,noun,trial_18,1,same
991,73,5.227777778,0,noun,trial_18,1,same
992,75,6.597222222,1,noun,trial_18,0,same
993,78,6.444444444,1,noun,trial_18,1,same
994,79,5.983333333,0,noun,trial_18,1,same
995,81,6.722222222,1,noun,trial_18,1,same
996,82,5.619444444,1,noun,trial_18,1,same
997,84,6.85,0,noun,trial_18,1,same
998,86,5.722222222,0,noun,trial_18,1,same
999,89,5.702777778,0,noun,trial_18,1,same
1000,91,5.597222222,0,noun,trial_18,1,same
1001,92,6.544444444,1,noun,trial_18,1,same
1002,94,5.755555556,1,noun,trial_18,0,same
1003,96,6.788888889,1,noun,trial_18,0,same
1004,99,5.983333333,0,noun,trial_18,1,same
1005,100,5.586111111,1,noun,trial_18,1,same
1006,103,5.880555556,0,noun,trial_18,1,same
1007,104,5.175,1,noun,trial_18,1,same
1008,106,6.552777778,0,noun,trial_18,1,same
1009,108,6.875,1,noun,trial_18,0,same
1010,111,5.108333333,0,noun,trial_18,1,same
1011,113,5.502777778,0,noun,trial_18,1,same
1012,117,5.744444444,0,noun,trial_18,1,same
1013,118,6.213888889,1,noun,trial_18,1,same
1014,121,5.927777778,0,noun,trial_18,1,same
1015,124,6.5,1,noun,trial_18,1,same
1016,126,6.536111111,0,noun,trial_18,0,same
1017,3,6.647222222222222,1,noun,trial_19,1,mixed
1018,5,5.483333333333333,1,noun,trial_19,1,mixed
1019,7,6.188888888888889,0,noun,trial_19,1,mixed
1020,11,6.380555555555556,0,noun,trial_19,1,mixed
1021,13,6.030555555555556,1,noun,trial_19,0,mixed
1022,15,6.080555555555556,1,noun,trial_19,0,mixed
1023,17,5.722222222222222,1,noun,trial_19,0,mixed
1024,21,6.036111111111111,0,noun,trial_19,1,mixed
1025,23,6.188888888888889,0,noun,trial_19,1,mixed
1026,31,6.044444444444444,0,noun,trial_19,1,mixed
1027,33,6.002777777777778,0,noun,trial_19,1,mixed
1028,35,6.066666666666666,0,noun,trial_19,1,mixed
1029,37,6.408333333333333,1,noun,trial_19,1,mixed
1030,39,6.111111111111111,1,noun,trial_19,1,mixed
1031,41,5.522222222222222,1,noun,trial_19,1,mixed
1032,43,6.161111111111111,0,noun,trial_19,1,mixed
1033,44,6.358333333333333,1,noun,trial_19,1,mixed
1034,46,5.486111111111111,0,noun,trial_19,1,mixed
1035,49,6.716666666666667,0,noun,trial_19,1,mixed
1036,51,5.636111111111111,1,noun,trial_19,1,mixed
1037,53,6.394444444444445,0,noun,trial_19,1,mixed
1038,54,6.661111111111111,0,noun,trial_19,0,mixed
1039,56,5.794444444444444,0,noun,trial_19,1,mixed
1040,59,5.055555555555555,1,noun,trial_19,1,mixed
1041,60,6.580555555555556,0,noun,trial_19,0,mixed
1042,62,6.025,1,noun,trial_19,1,mixed
1043,63,5.538888888888889,1,noun,trial_19,0,mixed
1044,66,5.805555555555555,1,noun,trial_19,1,mixed
1045,68,6.305555555555555,0,noun,trial_19,1,mixed
1046,70,5.655555555555556,0,noun,trial_19,1,mixed
1047,72,5.305555555555555,0,noun,trial_19,1,mixed
1048,74,5.380555555555556,0,noun,trial_19,1,mixed
1049,76,5.408333333333333,0,noun,trial_19,1,mixed
1050,77,6.080555555555556,0,noun,trial_19,1,mixed
1051,80,5.491666666666666,1,noun,trial_19,1,mixed
1052,83,5.6194444444444445,0,noun,trial_19,1,mixed
1053,85,6.663888888888889,0,noun,trial_19,1,mixed
1054,87,6.986111111111111,1,noun,trial_19,1,mixed
1055,88,5.222222222222222,0,noun,trial_19,1,mixed
1056,90,5.963888888888889,0,noun,trial_19,1,mixed
1057,93,5.508333333333334,1,noun,trial_19,1,mixed
1058,95,5.055555555555555,1,noun,trial_19,1,mixed
1059,97,6.55,0,noun,trial_19,1,mixed
1060,98,6.7,1,noun,trial_19,0,mixed
1061,101,5.2444444444444445,1,noun,trial_19,1,mixed
1062,102,6.8694444444444445,0,noun,trial_19,1,mixed
1063,105,6.805555555555555,0,noun,trial_19,1,mixed
1064,107,5.780555555555556,1,noun,trial_19,1,mixed
1065,109,6.7444444444444445,0,noun,trial_19,1,mixed
1066,110,6.747222222222222,1,noun,trial_19,1,mixed
1067,114,5.502777777777778,0,noun,trial_19,1,mixed
1068,115,5.230555555555555,0,noun,trial_19,0,mixed
1069,116,6.436111111111111,1,noun,trial_19,1,mixed
1070,119,6.358333333333333,1,noun,trial_19,1,mixed
1071,120,5.927777777777778,0,noun,trial_19,1,mixed
1072,122,5.652777777777778,0,noun,trial_19,1,mixed
1073,123,5.075,0,noun,trial_19,0,mixed
1074,125,6.922222222222223,1,noun,trial_19,1,mixed
1075,127,6.997222222222222,0,noun,trial_19,0,mixed
1076,4,5.280555556,1,noun,trial_19,1,mixed
1077,6,6.086111111,1,noun,trial_19,1,mixed
1078,8,6.1,0,noun,trial_19,0,mixed
1079,10,6.127777778,0,noun,trial_19,1,mixed
1080,12,6.041666667,0,noun,trial_19,1,mixed
1081,14,6.077777778,1,noun,trial_19,1,mixed
1082,16,5.988888889,1,noun,trial_19,0,mixed
1083,18,6.052777778,1,noun,trial_19,1,mixed
1084,20,6.008333333,0,noun,trial_19,1,mixed
1085,22,5.016666667,0,noun,trial_19,1,mixed
1086,26,5.211111111,1,noun,trial_19,0,mixed
1087,30,6.011111111,1,noun,trial_19,1,mixed
1088,34,6.075,0,noun,trial_19,0,mixed
1089,38,6.530555556,1,noun,trial_19,1,mixed
1090,40,6.111111111,1,noun,trial_19,1,mixed
1091,42,5.963888889,1,noun,trial_19,1,mixed
1092,45,5.486111111,0,noun,trial_19,0,mixed
1093,47,6.688888889,1,noun,trial_19,0,mixed
1094,48,5.755555556,0,noun,trial_19,1,mixed
1095,50,6.386111111,0,noun,trial_19,0,mixed
1096,52,5.986111111,1,noun,trial_19,0,mixed
1097,55,6.755555556,0,noun,trial_19,1,mixed
1098,58,5.063888889,1,noun,trial_19,1,mixed
1099,61,6.361111111,1,noun,trial_19,1,mixed
1100,65,6.730555556,1,noun,trial_19,0,mixed
1101,67,5.888888889,0,noun,trial_19,0,mixed
1102,69,6.888888889,0,noun,trial_19,1,mixed
1103,71,5.305555556,0,noun,trial_19,0,mixed
1104,73,5.227777778,0,noun,trial_19,1,mixed
1105,75,6.597222222,1,noun,trial_19,0,mixed
1106,78,6.444444444,1,noun,trial_19,0,mixed
1107,79,5.983333333,0,noun,trial_19,0,mixed
1108,81,6.722222222,1,noun,trial_19,1,mixed
1109,82,5.619444444,1,noun,trial_19,1,mixed
1110,84,6.85,0,noun,trial_19,1,mixed
1111,86,5.722222222,0,noun,trial_19,0,mixed
1112,89,5.702777778,0,noun,trial_19,1,mixed
1113,91,5.597222222,0,noun,trial_19,1,mixed
1114,92,6.544444444,1,noun,trial_19,1,mixed
1115,94,5.755555556,1,noun,trial_19,1,mixed
1116,96,6.788888889,1,noun,trial_19,0,mixed
1117,99,5.983333333,0,noun,trial_19,1,mixed
1118,100,5.586111111,1,noun,trial_19,0,mixed
1119,103,5.880555556,0,noun,trial_19,0,mixed
1120,104,5.175,1,noun,trial_19,0,mixed
1121,106,6.552777778,0,noun,trial_19,1,mixed
1122,108,6.875,1,noun,trial_19,1,mixed
1123,111,5.108333333,0,noun,trial_19,0,mixed
1124,113,5.502777778,0,noun,trial_19,1,mixed
1125,117,5.744444444,0,noun,trial_19,1,mixed
1126,118,6.213888889,1,noun,trial_19,1,mixed
1127,121,5.927777778,0,noun,trial_19,0,mixed
1128,124,6.5,1,noun,trial_19,1,mixed
1129,126,6.536111111,0,noun,trial_19,0,mixed
